0,-4.53E-01
0.980392,8.73E-01
1.960784,2.15E+00
2.941176,3.38E+00
3.921569,4.55E+00
4.901961,5.66E+00
5.882353,6.68E+00
6.862745,7.64E+00
7.843137,8.51E+00
8.823529,9.24E+00
9.803922,9.88E+00
10.784314,1.04E+01
11.764706,1.08E+01
12.745098,1.12E+01
13.72549,1.15E+01
14.705882,1.17E+01
15.686275,1.19E+01
16.666667,1.21E+01
17.647059,1.22E+01
18.627451,1.23E+01
19.607843,1.24E+01
20.588235,1.25E+01
21.568627,1.26E+01
22.54902,1.27E+01
23.529412,1.28E+01
24.509804,1.28E+01
25.490196,1.29E+01
26.470588,1.29E+01
27.45098,1.29E+01
28.431373,1.30E+01
29.411765,1.31E+01
30.392157,1.31E+01
31.372549,1.32E+01
32.352941,1.32E+01
33.333333,1.32E+01
34.313725,1.32E+01
35.294118,1.32E+01
36.27451,1.32E+01
37.254902,1.32E+01
38.235294,1.32E+01
39.215686,1.32E+01
40.196078,1.32E+01
41.176471,1.32E+01
42.156863,1.31E+01
43.137255,1.31E+01
44.117647,1.31E+01
45.098039,1.31E+01
46.078431,1.31E+01
47.058824,1.31E+01
48.039216,1.31E+01
49.019608,1.31E+01
50,1.30E+01
