0,1.23E-09
1.008403,8.62E-10
2.016807,5.80E-11
3.02521,1.08E-10
4.033613,2.30E-10
5.042017,3.42E-10
6.05042,3.47E-10
7.058824,4.25E-10
8.067227,4.48E-10
9.07563,5.02E-10
10.084034,4.46E-10
11.092437,3.51E-10
12.10084,3.33E-10
13.109244,3.52E-10
14.117647,2.66E-10
15.12605,1.49E-09
16.134454,7.05E-09
17.142857,2.21E-08
18.151261,5.11E-08
19.159664,9.93E-08
20.168067,1.72E-07
21.176471,2.68E-07
22.184874,3.93E-07
23.193277,5.40E-07
24.201681,7.10E-07
25.210084,9.06E-07
26.218487,1.16E-06
27.226891,1.37E-06
28.235294,1.64E-06
29.243697,2.00E-06
30.252101,2.24E-06
31.260504,2.58E-06
32.268908,2.93E-06
33.277311,3.31E-06
34.285714,3.71E-06
35.294118,4.11E-06
36.302521,4.53E-06
37.310924,4.97E-06
38.319328,5.42E-06
39.327731,5.90E-06
40.336134,6.36E-06
41.344538,6.86E-06
42.352941,7.36E-06
43.361345,7.85E-06
44.369748,8.38E-06
45.378151,8.89E-06
46.386555,9.41E-06
47.394958,9.94E-06
48.403361,1.07E-05
49.411765,1.11E-05
50.420168,1.16E-05
51.428571,1.22E-05
52.436975,1.27E-05
53.445378,1.36E-05
54.453782,1.39E-05
55.462185,1.44E-05
56.470588,1.53E-05
57.478992,1.56E-05
58.487395,1.63E-05
59.495798,1.68E-05
60.504202,1.74E-05
