0,-2.41E-01
0.980392,7.30E-01
1.960784,1.65E+00
2.941176,2.52E+00
3.921569,3.33E+00
4.901961,4.08E+00
5.882353,4.77E+00
6.862745,5.38E+00
7.843137,5.89E+00
8.823529,6.32E+00
9.803922,6.68E+00
10.784314,6.95E+00
11.764706,7.15E+00
12.745098,7.32E+00
13.72549,7.46E+00
14.705882,7.55E+00
15.686275,7.66E+00
16.666667,7.74E+00
17.647059,7.79E+00
18.627451,7.83E+00
19.607843,7.88E+00
20.588235,7.91E+00
21.568627,7.94E+00
22.54902,7.96E+00
23.529412,7.97E+00
24.509804,7.98E+00
25.490196,7.99E+00
26.470588,7.97E+00
27.45098,7.96E+00
28.431373,7.95E+00
29.411765,7.95E+00
30.392157,7.97E+00
31.372549,7.96E+00
32.352941,7.93E+00
33.333333,7.93E+00
34.313725,7.93E+00
35.294118,7.92E+00
36.27451,7.91E+00
37.254902,7.92E+00
38.235294,7.89E+00
39.215686,7.90E+00
40.196078,7.90E+00
41.176471,7.90E+00
42.156863,7.90E+00
43.137255,7.90E+00
44.117647,7.90E+00
45.098039,7.88E+00
46.078431,7.86E+00
47.058824,7.88E+00
48.039216,7.89E+00
49.019608,7.93E+00
50,7.92E+00
